identifier,sender,sent,status,msgType,scope,language,category,event,responseType,urgency,severity,certainty,effective,onset,expires,senderName,headline,description,instruction,param_awareness_level,areaDesc,counties,param_awareness_type,param_situation,standardized_level,standardized_severity,standardized_type
2.49.0.1.372.0.181007161329.182309,forecasts@met.ie,2018-10-07 16:13:29+00:00,Actual,Alert,Public,en-GB,Met,Moderate Rainfall warning,None,Expected,Moderate,Likely,2018-10-07 10:00:01+00:00,2018-10-07 17:00:01+00:00,2018-10-08 17:00:01+00:00,Met Eireann,"Rainfall warning for Donegal, Mayo and Sligo",A slow moving band of rain is expected to bring heavy and persistent rain over the period with rainfall amounts of 25-50mm expected. There is potential for higher amounts in mountainous regions. Spot flooding possible.\n\nFurther rainfall is expected to follow Monday night and Tuesday.,,2; yellow; Moderate,"Donegal, Mayo and Sligo",Donegal;Mayo;Sligo,10; Rain,,Yellow,Moderate,Rain
2.49.0.1.372.0.200828040454.743639,forecasts@met.ie,2020-08-28 04:04:54+00:00,Actual,Alert,Public,en-GB,Met,Moderate Rainfall warning,None,Expected,Moderate,Likely,2020-08-27 04:19:45+00:00,2020-08-27 05:00:01+00:00,2020-08-28 05:00:01+00:00,Met Eireann,Rainfall warning for Munster and Leinster,"Update: Intense and potentially thundery downpours during Thursday and Thursday night may lead to localised flooding.\n\nGiven recent heavy rainfall, this will further elevate river levels and may result in river flooding also.",,2; yellow; Moderate,Munster and Leinster,Clare;Cork;Kerry;Carlow;Kildare;Kilkenny;Laois;Longford;Louth;Meath;Offaly;Westmeath;Wexford;Wicklow,10; Rain,,Yellow,Moderate,Rain
2.49.0.0.372.0.IE.180317181217.795471,https://www.met.ie/nationalwarnings/default.asp,2018-03-17 18:12:17+00:00,Actual,Alert,Public,en-GB,Met,Moderate Snow-ice warning,None,Expected,Moderate,Likely,2018-03-16 17:00:01+00:00,2018-03-17 12:00:01+00:00,2018-03-19 09:00:01+00:00,Met Eireann,Snow-ice warning for Ireland,"Very cold this weekend with wind chill and icy patches. Snow showers also but some areas staying dry, especially the northwest.",,2; yellow; Moderate,Ireland,Carlow;Kildare;Kilkenny;Laois;Longford;Louth;Meath;Offaly;Westmeath;Wexford;Wicklow;Clare;Cork;Kerry;Galway;Leitrim;Mayo;Roscommon;Sligo;Cavan;Donegal;Monaghan,2; snow-ice,,Yellow,Moderate,Snow-Ice
2.49.0.0.372.0.IE.180214052128.471420,https://beta.met.ie/warnings/,2018-02-14 05:21:28+00:00,Actual,Alert,Public,en-GB,Met,Moderate Wind warning,None,Expected,Moderate,Likely,2018-02-13 17:00:01+00:00,2018-02-14 00:01:01+00:00,2018-02-14 08:00:01+00:00,Met Eireann,Wind warning for Ireland,Southerly winds will reach mean speeds of 50 to 60 km/hr with gusts of 90 to 100km/hr.  The strongest winds will be in coastal areas.,,2; yellow; Moderate,Ireland,Carlow;Kildare;Kilkenny;Laois;Longford;Louth;Meath;Offaly;Westmeath;Wexford;Wicklow;Clare;Cork;Kerry;Galway;Leitrim;Mayo;Roscommon;Sligo;Cavan;Donegal;Monaghan,1; Wind,,Yellow,Moderate,Wind
2.49.0.0.372.0.IE.180130165240.502227,https://beta.met.ie/warnings/,2018-01-30 16:52:40+00:00,Actual,Alert,Public,en-GB,Met,Moderate Wind warning,None,Expected,Moderate,Likely,2018-01-30 16:00:01+00:00,2018-01-31 06:00:01+00:00,2018-01-31 23:59:01+00:00,Met Eireann,"Wind warning for Donegal, Galway, Leitrim, Mayo, Sligo, Clare, Cork, Kerry and Limerick",Westerly winds veering Northwest will reach at times 55-60 km/hr near coastal fringes.,,2; yellow; Moderate,"Donegal, Galway, Leitrim, Mayo, Sligo, Clare, Cork, Kerry and Limerick",Donegal;Galway;Leitrim;Mayo;Sligo;Clare;Cork;Kerry,1; Wind,,Yellow,Moderate,Wind
2.49.0.1.372.0.190809043931.544674,forecasts@met.ie,2019-08-09 04:39:31+00:00,Actual,Alert,Public,en-GB,Met,Moderate Rainfall warning,None,Expected,Moderate,Likely,2019-08-08 14:51:28+00:00,2019-08-08 18:00:01+00:00,2019-08-09 06:00:01+00:00,Met Eireann,Rainfall warning for Ireland,Update to warning:\nA spell of heavy rain this evening and tonight will lead to rainfall accumulations of 25 to 40mm. Spot flooding possible.,,2; yellow; Moderate,Ireland,Carlow;Kildare;Kilkenny;Laois;Longford;Louth;Meath;Offaly;Westmeath;Wexford;Wicklow;Clare;Cork;Kerry;Galway;Leitrim;Mayo;Roscommon;Sligo;Cavan;Donegal;Monaghan,10; Rain,,Yellow,Moderate,Rain
2.49.0.1.372.0.200123084437.478671,forecasts@met.ie,2020-01-23 08:44:37+00:00,Actual,Alert,Public,en-GB,Met,Moderate Fog warning,None,Expected,Moderate,Likely,2020-01-23 08:40:22+00:00,2020-01-23 09:00:01+00:00,2020-01-23 12:00:01+00:00,Met Eireann,Fog warning for Ireland,Update: Dense fog in many areas this morning with locally dangerous driving conditions.,,2; yellow; Moderate,Ireland,Carlow;Kildare;Kilkenny;Laois;Longford;Louth;Meath;Offaly;Westmeath;Wexford;Wicklow;Clare;Cork;Kerry;Galway;Leitrim;Mayo;Roscommon;Sligo;Cavan;Donegal;Monaghan,4; Fog,,Yellow,Moderate,Fog
2.49.0.0.372.0.IE.180228105128.119120,https://www.met.ie/nationalwarnings/default.asp,2018-02-28 10:51:28+00:00,Actual,Alert,Public,en-GB,Met,Extreme Snow-ice warning,None,Expected,Extreme,Likely,2018-02-28 05:00:01+00:00,2018-02-28 05:00:01+00:00,2018-03-01 12:00:01+00:00,Met Eireann,"Snow-ice warning for Dublin, Kildare, Louth, Wicklow and Meath",Heavy overnight snowfall has led to accumulations of snow between 5 and 10cm.  Snow showers will continue to occur during today and again tonight with further accumulations.  Total snowfall up to midday Thursday may reach 25cm.,,4; red; Extreme,"Dublin, Kildare, Louth, Wicklow and Meath",Kildare;Louth;Wicklow;Meath,2; snow-ice,,Red,Extreme,Snow-Ice
2.49.0.1.372.0.200923160536.899712,forecasts@met.ie,2020-09-23 16:05:36+00:00,Actual,Alert,Public,en-GB,Met,Moderate Rainfall warning,None,Expected,Moderate,Likely,2020-09-23 12:00:01+00:00,2020-09-24 00:00:01+00:00,2020-09-24 13:00:01+00:00,Met Eireann,"Rainfall warning for Dublin, Louth, Wicklow and Meath",Heavy downpours on Wednesday night and into Thursday morning may result in some river and spot flooding.,,2; yellow; Moderate,"Dublin, Louth, Wicklow and Meath",Louth;Wicklow;Meath,10; Rain,,Yellow,Moderate,Rain
2.49.0.1.372.0.191002220240.885438,forecasts@met.ie,2019-10-02 22:02:40+00:00,Actual,Alert,Public,en-GB,Met,Severe Wind warning,None,Expected,Severe,Likely,2019-10-02 08:00:01+00:00,2019-10-03 17:00:01+00:00,2019-10-04 02:00:01+00:00,Met Eireann,"Wind warning for Galway, Mayo, Clare, Cork, Kerry and Limerick","Southwesterly winds veering westerly will reach mean speeds 65 to 80km/h with gusts generally of 100 to 130km/h, higher in coastal regions.\nStorm surges will produce coastal flooding and damage.",,3; orange; Severe,"Galway, Mayo, Clare, Cork, Kerry and Limerick",Galway;Mayo;Clare;Cork;Kerry,1; Wind,,Orange,Severe,Wind
2.49.0.0.372.0.IE.180317231757.822480,https://www.met.ie/nationalwarnings/default.asp,2018-03-17 23:17:57+00:00,Actual,Alert,Public,en-GB,Met,Severe Snow-ice warning,None,Expected,Severe,Likely,2018-03-17 20:00:01+00:00,2018-03-17 20:00:01+00:00,2018-03-18 09:00:01+00:00,Met Eireann,"Snow-ice warning for Dublin, Kildare, Louth, Wexford, Wicklow, Meath and Waterford",Scattered heavy snow showers overnight and Sunday morning will lead to accumulations in places and some drifting.,,3; orange; Severe,"Dublin, Kildare, Louth, Wexford, Wicklow, Meath and Waterford",Kildare;Louth;Wexford;Wicklow;Meath,2; snow-ice,,Orange,Severe,Snow-Ice
