event_key,Issue Time,issue_count,first_issue,last_issue,Valid From,Valid To,warning_type,warning_text,location,warning_colour
"2020-10-03 21:36:42+00:00_2020-10-04 22:00:01+00:00_Moderate Rainfall warning_Yellow_Dublin, Kildare, Laois, Longford, Wicklow, Offaly, Westmeath, Cavan, Donegal, Leitrim and Sligo",2020-10-03 22:26:54+00:00,3,2020-10-03 22:26:54+00:00,2020-10-04 05:23:00+00:00,2020-10-03 21:36:42+00:00,2020-10-04 22:00:01+00:00,Moderate Rainfall warning,"On Sunday, persistent or heavy rainfall will give totals of 25 to 40mm with higher amounts possible in mountainous areas. This may result in some rivers flooding as well as surface flooding.","Dublin, Kildare, Laois, Longford, Wicklow, Offaly, Westmeath, Cavan, Donegal, Leitrim and Sligo",Yellow
"2020-10-04 06:32:56+00:00_2020-10-05 05:00:01+00:00_Moderate Rainfall warning_Yellow_Dublin, Kildare, Laois, Longford, Wicklow, Offaly, Westmeath, Cavan, Donegal, Leitrim, Mayo and Sligo",2020-10-04 06:36:22+00:00,4,2020-10-04 06:36:22+00:00,2020-10-04 17:09:59+00:00,2020-10-04 06:32:56+00:00,2020-10-05 05:00:01+00:00,Moderate Rainfall warning,"Today and tonight, persistent or heavy rainfall will give totals of 25 to 40mm with higher amounts possible in mountainous areas. This may result in some rivers flooding as well as surface flooding.","Dublin, Kildare, Laois, Longford, Wicklow, Offaly, Westmeath, Cavan, Donegal, Leitrim, Mayo and Sligo",Yellow
2020-10-18 10:00:01+00:00_2020-10-20 18:00:01+00:00_Moderate Rainfall warning_Yellow_Ireland,2020-10-18 10:29:37+00:00,7,2020-10-18 10:29:37+00:00,2020-10-19 07:30:34+00:00,2020-10-18 10:00:01+00:00,2020-10-20 18:00:01+00:00,Moderate Rainfall warning,"Persistent and occasionally heavy bands of rain will cross the country beginning on Sunday night through to Tuesday evening. While some areas will remain below warning levels, there is a risk of localized spot flooding with a heightened risk of flash flooding in mountainous regions where accumulations are expected to be highest. \nThis warning will be reviewed and may be elevated in further updates to reflect the evolving situation.",Ireland,Yellow
2020-10-19 07:00:01+00:00_2020-10-20 14:00:01+00:00_Moderate Rainfall warning_Yellow_Leinster,2020-10-19 07:38:19+00:00,14,2020-10-19 07:38:19+00:00,2020-10-20 11:11:01+00:00,2020-10-19 07:00:01+00:00,2020-10-20 14:00:01+00:00,Moderate Rainfall warning,"Heavy rain at times Monday and Tuesday with a risk of local flooding. Rainfall totals of around 20-30mm expected, possibly higher in mountainous areas.",Leinster,Yellow
"2020-10-19 07:00:01+00:00_2020-10-20 14:00:01+00:00_Moderate Rainfall warning_Yellow_Munster, Connacht, Cavan, Monaghan and Donegal",2020-10-19 07:35:29+00:00,15,2020-10-19 07:35:29+00:00,2020-10-20 11:11:01+00:00,2020-10-19 07:00:01+00:00,2020-10-20 14:00:01+00:00,Moderate Rainfall warning,"Heavy rain at times Monday and Tuesday with a risk of flooding. Rainfall totals of around 30-50mm expected, possibly higher in mountainous areas.","Munster, Connacht, Cavan, Monaghan and Donegal",Yellow
"2020-10-19 07:00:01+00:00_2020-10-20 14:00:01+00:00_Moderate Wind warning_Yellow_Wexford, Cork, Kerry and Waterford",2020-10-19 07:42:35+00:00,13,2020-10-19 07:42:35+00:00,2020-10-20 11:11:01+00:00,2020-10-19 07:00:01+00:00,2020-10-20 14:00:01+00:00,Moderate Wind warning,"Becoming very windy on Tuesday. Southeast winds, veering southwest will reach mean speeds of 50-65km/h, gusting up to 100km/h. Exceptionally high tides combined with strong onshore winds gives an elevated risk of coastal flooding.","Wexford, Cork, Kerry and Waterford",Yellow
"2020-10-22 11:00:01+00:00_2020-10-24 06:00:01+00:00_Moderate Wind warning_Yellow_Donegal, Galway, Mayo, Clare and Kerry",2020-10-22 12:00:15+00:00,8,2020-10-22 12:00:15+00:00,2020-10-23 04:41:09+00:00,2020-10-22 11:00:01+00:00,2020-10-24 06:00:01+00:00,Moderate Wind warning,South to southwest winds will reach mean speeds of 50 to 65 km/h with gusts of 90 to 110 km/h. Winds speeds may be higher in coastal and exposed areas.,"Donegal, Galway, Mayo, Clare and Kerry",Yellow
2020-10-22 11:00:01+00:00_2020-10-24 08:00:01+00:00_Moderate Rainfall warning_Yellow_Galway and Mayo,2020-10-22 11:58:02+00:00,2,2020-10-22 11:58:02+00:00,2020-10-22 12:00:15+00:00,2020-10-22 11:00:01+00:00,2020-10-24 08:00:01+00:00,Moderate Rainfall warning,"Rain on Friday evening through to Saturday morning will lead to accumulations of 20 – 40mm, with higher accumulations in mountaineous areas. This will bring a risk of localised flooding and heightened risk of flash flooding in mountaineous.",Galway and Mayo,Yellow
"2020-10-22 11:00:01+00:00_2020-10-24 10:00:01+00:00_Moderate Wind warning_Yellow_Wexford, Cork and Waterford",2020-10-22 12:00:15+00:00,9,2020-10-22 12:00:15+00:00,2020-10-23 10:49:49+00:00,2020-10-22 11:00:01+00:00,2020-10-24 10:00:01+00:00,Moderate Wind warning,South to southwest winds will reach mean speeds of 50 to 65 km/h with gusts of 90 to 110 km/h. Winds speeds may be higher in coastal and exposed areas.,"Wexford, Cork and Waterford",Yellow
2020-10-22 12:00:40+00:00_2020-10-24 08:00:01+00:00_Moderate Rainfall warning_Yellow_Galway and Mayo,2020-10-22 12:02:55+00:00,1,2020-10-22 12:02:55+00:00,2020-10-22 12:02:55+00:00,2020-10-22 12:00:40+00:00,2020-10-24 08:00:01+00:00,Moderate Rainfall warning,"Rain on Friday evening through to Saturday morning will lead to accumulations of 20 – 40mm, with higher accumulations in mountaineous areas. This will bring a risk of localised flooding and heightened risk of flash flooding in mountaineous areas.",Galway and Mayo,Yellow
2020-10-22 12:21:01+00:00_2020-10-24 08:00:01+00:00_Moderate Rainfall warning_Yellow_Galway and Mayo,2020-10-22 12:22:55+00:00,15,2020-10-22 12:22:55+00:00,2020-10-24 04:43:36+00:00,2020-10-22 12:21:01+00:00,2020-10-24 08:00:01+00:00,Moderate Rainfall warning,"Rain on Friday evening through to Saturday morning will lead to accumulations of 20 – 40mm, with higher accumulations in mountainous areas. This will bring a risk of localised flooding and heightened risk of flash flooding in mountainous areas.",Galway and Mayo,Yellow
"2020-10-23 10:38:41+00:00_2020-10-24 06:00:01+00:00_Moderate Wind warning_Yellow_Donegal, Galway, Mayo, Clare and Kerry",2020-10-23 10:49:49+00:00,10,2020-10-23 10:49:49+00:00,2020-10-24 05:49:03+00:00,2020-10-23 10:38:41+00:00,2020-10-24 06:00:01+00:00,Moderate Wind warning,"Tonight and overnight, south to southwest winds will reach mean speeds of 50 to 65 km/h with gusts of 90 to 110 km/h. Winds speeds may be higher in coastal and exposed areas, especially in Galway and Mayo.","Donegal, Galway, Mayo, Clare and Kerry",Yellow
"2020-10-23 10:49:29+00:00_2020-10-24 09:00:01+00:00_Moderate Wind warning_Yellow_Wexford, Cork and Waterford",2020-10-23 10:52:35+00:00,9,2020-10-23 10:52:35+00:00,2020-10-24 05:49:03+00:00,2020-10-23 10:49:29+00:00,2020-10-24 09:00:01+00:00,Moderate Wind warning,"Overnight and for a time on Saturday morning, south to southwest winds will reach mean speeds of 50 to 65 km/h with gusts of 90 to 110 km/h. Winds speeds may be higher in coastal and exposed areas.","Wexford, Cork and Waterford",Yellow
2020-10-25 07:00:01+00:00_2020-10-26 06:00:01+00:00_Moderate Rainfall warning_Yellow_Donegal,2020-10-25 07:07:44+00:00,7,2020-10-25 07:07:44+00:00,2020-10-26 05:49:29+00:00,2020-10-25 07:00:01+00:00,2020-10-26 06:00:01+00:00,Moderate Rainfall warning,"Today and overnight, heavy or prolonged showers of rain or hail will give rainfall accumulations of 25 to 40 mm, possibly higher in some mountainous areas. Risk spot flooding and hazardous driving conditions. Some thundery showers.",Donegal,Yellow
"2020-10-27 11:00:01+00:00_2020-10-30 06:00:01+00:00_Moderate Rainfall warning_Yellow_Connacht, Donegal, Clare, Cork, Kerry and Limerick",2020-10-27 12:02:37+00:00,24,2020-10-27 12:02:37+00:00,2020-10-29 12:09:10+00:00,2020-10-27 11:00:01+00:00,2020-10-30 06:00:01+00:00,Moderate Rainfall warning,"Heavy and persistent rain overnight Wednesday through to Friday morning will lead to some flooding and disruption. Accumulations of 30mm to 60mm are expected widely, with higher values in mountainous regions.","Connacht, Donegal, Clare, Cork, Kerry and Limerick",Yellow
2020-10-28 19:00:01+00:00_2020-10-29 16:00:01+00:00_Moderate Wind warning_Yellow_Galway and Mayo,2020-10-28 19:53:39+00:00,10,2020-10-28 19:53:39+00:00,2020-10-29 12:09:10+00:00,2020-10-28 19:00:01+00:00,2020-10-29 16:00:01+00:00,Moderate Wind warning,"Strong southwest winds on Thursday, with mean speeds of 55 to 65km/h and gusts to 100km/h. Strongest in western parts of Galway and Mayo.",Galway and Mayo,Yellow
2020-10-29 11:00:01+00:00_2020-10-31 15:00:01+00:00_Moderate Wind warning_Yellow_Ireland,2020-10-29 11:25:30+00:00,11,2020-10-29 11:25:30+00:00,2020-10-30 12:23:01+00:00,2020-10-29 11:00:01+00:00,2020-10-31 15:00:01+00:00,Moderate Wind warning,Strong to gale force southerly winds will veer westerly. Some severe gusts are possible.,Ireland,Yellow
"2020-10-29 16:11:44+00:00_2020-10-29 20:00:01+00:00_Moderate Rainfall warning_Yellow_Connacht, Donegal, Clare, Cork, Kerry and Limerick",2020-10-29 16:17:27+00:00,2,2020-10-29 16:17:27+00:00,2020-10-29 17:32:57+00:00,2020-10-29 16:11:44+00:00,2020-10-29 20:00:01+00:00,Moderate Rainfall warning,"Further spells of rain for a time this evening and early tonight will lead to some flooding and disruption. Accumulations of 30mm to 60mm are expected widely, with higher values in mountainous regions.","Connacht, Donegal, Clare, Cork, Kerry and Limerick",Yellow
"2020-10-30 10:00:01+00:00_2020-10-31 10:00:01+00:00_Severe Wind warning_Orange_Carlow, Kilkenny, Wexford, Wicklow, Cork, Kerry and Waterford",2020-10-30 10:49:10+00:00,8,2020-10-30 10:49:10+00:00,2020-10-31 05:12:55+00:00,2020-10-30 10:00:01+00:00,2020-10-31 10:00:01+00:00,Severe Wind warning,"On Saturday morning strong southerly winds veering southwesterly associated with Storm Aiden will reach mean speeds of 65 to 80km/h, with severe and damaging gusts of 100 to 130km/h.","Carlow, Kilkenny, Wexford, Wicklow, Cork, Kerry and Waterford",Orange
"2020-10-30 10:00:01+00:00_2020-10-31 16:00:01+00:00_Severe Wind warning_Orange_Donegal, Galway, Mayo, Sligo and Clare",2020-10-30 10:49:10+00:00,10,2020-10-30 10:49:10+00:00,2020-10-31 12:17:25+00:00,2020-10-30 10:00:01+00:00,2020-10-31 16:00:01+00:00,Severe Wind warning,"On Saturday morning and afternoon strong southwest to west winds associated with Storm Aiden will reach mean speeds of 65 to 80km/h, with severe and damaging gusts of 100 to 130km/h.","Donegal, Galway, Mayo, Sligo and Clare",Orange
2020-10-30 13:04:18+00:00_2020-10-31 16:00:01+00:00_Moderate Wind warning_Yellow_Ireland,2020-10-30 13:10:55+00:00,8,2020-10-30 13:10:55+00:00,2020-10-31 12:17:25+00:00,2020-10-30 13:04:18+00:00,2020-10-31 16:00:01+00:00,Moderate Wind warning,"Update: During Friday night and Saturday strong southerly winds veering westerly will reach mean speeds of 50 to 65km/h with severe and possibly damaging gusts to around 100km/h.\nSome coastal flooding possible also due to the combination of low pressure, high tides and onshore winds.",Ireland,Yellow
"2020-10-31 16:00:01+00:00_2020-11-01 06:00:01+00:00_Moderate Wind warning_Yellow_Donegal, Galway and Mayo",2020-10-31 16:08:46+00:00,6,2020-10-31 16:08:46+00:00,2020-11-01 05:34:06+00:00,2020-10-31 16:00:01+00:00,2020-11-01 06:00:01+00:00,Moderate Wind warning,Strong south to southeast winds veering southwesterly will reach mean speeds of 50 to 65 km/h with gusts between 90 and 100 km/h. Winds will be strongest along coastal areas.,"Donegal, Galway and Mayo",Yellow
2020-10-31 19:00:01+00:00_2020-11-01 23:59:01+00:00_Moderate Rainfall warning_Yellow_Cork and Kerry,2020-10-31 19:32:23+00:00,4,2020-10-31 19:32:23+00:00,2020-11-01 09:39:53+00:00,2020-10-31 19:00:01+00:00,2020-11-01 23:59:01+00:00,Moderate Rainfall warning,"A spell of rain on Sunday will bring accumulations of 25 to 40mm, highest totals in mountainous regions. Some localised flooding is possible.",Cork and Kerry,Yellow
"2020-11-01 09:00:01+00:00_2020-11-02 02:00:01+00:00_Moderate Wind warning_Yellow_Wexford, Cork and Waterford",2020-11-01 09:39:53+00:00,9,2020-11-01 09:39:53+00:00,2020-11-02 05:16:04+00:00,2020-11-01 09:00:01+00:00,2020-11-02 02:00:01+00:00,Moderate Wind warning,"This afternoon, this evening and for a time tonight, southwest winds will reach mean speeds of 50 to 65 Km/hr with gusts of up to 90 Km/hr, strongest in coastal areas.","Wexford, Cork and Waterford",Yellow
"2020-11-01 10:06:13+00:00_2020-11-02 02:00:01+00:00_Moderate Rainfall warning_Yellow_Cork, Kerry, Limerick and Tipperary",2020-11-01 10:09:13+00:00,8,2020-11-01 10:09:13+00:00,2020-11-02 05:16:04+00:00,2020-11-01 10:06:13+00:00,2020-11-02 02:00:01+00:00,Moderate Rainfall warning,"Persistent rain today and tonight will give accumulations of 25 to 40mm, with localised flooding. Highest totals in mountainous regions and in the southwest.","Cork, Kerry, Limerick and Tipperary",Yellow
"2020-11-09 19:00:01+00:00_2020-11-11 12:00:01+00:00_Moderate Rainfall warning_Yellow_Galway, Mayo, Cork and Kerry",2020-11-09 19:27:36+00:00,4,2020-11-09 19:27:36+00:00,2020-11-10 05:41:00+00:00,2020-11-09 19:00:01+00:00,2020-11-11 12:00:01+00:00,Moderate Rainfall warning,"25 to 40mm expected, higher in mountainous regions. Localised flooding will occur.","Galway, Mayo, Cork and Kerry",Yellow
"2020-11-10 09:40:28+00:00_2020-11-11 18:00:01+00:00_Moderate Rainfall warning_Yellow_Galway, Mayo, Cork, Kerry and Waterford",2020-11-10 09:45:52+00:00,7,2020-11-10 09:45:52+00:00,2020-11-11 05:16:58+00:00,2020-11-10 09:40:28+00:00,2020-11-11 18:00:01+00:00,Moderate Rainfall warning,"Through Tuesday night and Wednesday, 30 to 50 mm of rain with higher amounts in mountainous areas. Flooding in places. Reduced visibility and hazardous driving conditions.","Galway, Mayo, Cork, Kerry and Waterford",Yellow
"2020-11-10 19:00:01+00:00_2020-11-11 17:00:01+00:00_Moderate Rainfall warning_Yellow_Carlow, Kilkenny, Wexford, Wicklow and Tipperary",2020-11-10 20:03:46+00:00,3,2020-11-10 20:03:46+00:00,2020-11-11 05:16:58+00:00,2020-11-10 19:00:01+00:00,2020-11-11 17:00:01+00:00,Moderate Rainfall warning,25 to 35mm of rainfall will lead to flooding in places. Reduced visibility and hazardous driving conditions.,"Carlow, Kilkenny, Wexford, Wicklow and Tipperary",Yellow
"2020-11-11 10:00:01+00:00_2020-11-11 13:00:01+00:00_Moderate Rainfall warning_Yellow_Galway, Mayo, Cork and Kerry",2020-11-11 10:09:30+00:00,3,2020-11-11 10:09:30+00:00,2020-11-11 12:36:51+00:00,2020-11-11 10:00:01+00:00,2020-11-11 13:00:01+00:00,Moderate Rainfall warning,Update: Further spells of heavy rain for a time with an additional 10 to 20 mm possible. Localised flooding will continue to occur.,"Galway, Mayo, Cork and Kerry",Yellow
"2020-11-11 10:02:03+00:00_2020-11-11 18:00:01+00:00_Moderate Rainfall warning_Yellow_Carlow, Kilkenny, Wexford, Wicklow, Tipperary and Waterford",2020-11-11 10:04:45+00:00,6,2020-11-11 10:04:45+00:00,2020-11-11 17:03:15+00:00,2020-11-11 10:02:03+00:00,2020-11-11 18:00:01+00:00,Moderate Rainfall warning,Update: Heavy and at times intense rainfall with accumulations of 20 to 30 mm. Localised flooding will occur and river levels may become elevated.,"Carlow, Kilkenny, Wexford, Wicklow, Tipperary and Waterford",Yellow
2020-11-13 19:00:01+00:00_2020-11-14 15:00:01+00:00_Moderate Wind warning_Yellow_Munster,2020-11-13 19:16:14+00:00,8,2020-11-13 19:16:14+00:00,2020-11-14 12:34:01+00:00,2020-11-13 19:00:01+00:00,2020-11-14 15:00:01+00:00,Moderate Wind warning,Strong and gusty southwest to west winds with gusts in excess of 90km/h.,Munster,Yellow
2020-11-13 19:00:01+00:00_2020-11-14 18:00:01+00:00_Moderate Wind warning_Yellow_Connacht,2020-11-13 19:21:14+00:00,7,2020-11-13 19:21:14+00:00,2020-11-14 17:20:04+00:00,2020-11-13 19:00:01+00:00,2020-11-14 18:00:01+00:00,Moderate Wind warning,Strong and gusty southwest to west winds with gusts in excess of 90km/h.,Connacht,Yellow
"2020-11-13 19:00:01+00:00_2020-11-14 21:00:01+00:00_Moderate Wind warning_Yellow_Cavan, Monaghan and Donegal",2020-11-13 19:21:14+00:00,7,2020-11-13 19:21:14+00:00,2020-11-14 17:20:04+00:00,2020-11-13 19:00:01+00:00,2020-11-14 21:00:01+00:00,Moderate Wind warning,Strong and gusty south to southwest winds with gusts in excess of 90km/h.,"Cavan, Monaghan and Donegal",Yellow
2020-11-13 19:17:24+00:00_2020-11-14 18:00:01+00:00_Moderate Wind warning_Yellow_Leinster,2020-11-13 19:18:27+00:00,8,2020-11-13 19:18:27+00:00,2020-11-14 17:20:04+00:00,2020-11-13 19:17:24+00:00,2020-11-14 18:00:01+00:00,Moderate Wind warning,Strong and gusty southwest to west winds with gusts in excess of 90km/h.,Leinster,Yellow
"2020-11-17 09:00:01+00:00_2020-11-19 01:00:01+00:00_Moderate Wind warning_Yellow_Galway, Mayo, Clare, Cork, Kerry and Limerick",2020-11-17 09:25:02+00:00,16,2020-11-17 09:25:02+00:00,2020-11-18 23:25:27+00:00,2020-11-17 09:00:01+00:00,2020-11-19 01:00:01+00:00,Moderate Wind warning,Southwest to west winds veering northwest will reach mean speed 50 to 65km/h with gusts of 90 to 110km/h.\n\nThe combination of strong winds coupled with high tides brings an increased risk of coastal flooding.,"Galway, Mayo, Clare, Cork, Kerry and Limerick",Yellow
"2020-11-18 11:00:01+00:00_2020-11-19 02:00:01+00:00_Moderate Wind warning_Yellow_Dublin, Louth, Wexford, Wicklow and Meath",2020-11-18 12:00:12+00:00,6,2020-11-18 12:00:12+00:00,2020-11-18 23:25:27+00:00,2020-11-18 11:00:01+00:00,2020-11-19 02:00:01+00:00,Moderate Wind warning,West to northwest winds will reach mean speed 50 to 65km/h with gusts of 90 to 110km/h.\n\nThe combination of strong winds coupled with high tides brings an increased risk of coastal flooding.,"Dublin, Louth, Wexford, Wicklow and Meath",Yellow
"2020-11-18 11:00:01+00:00_2020-11-19 02:00:01+00:00_Moderate Wind warning_Yellow_Dublin, Wexford, Wicklow, Meath and Donegal",2020-11-18 11:52:19+00:00,1,2020-11-18 11:52:19+00:00,2020-11-18 11:52:19+00:00,2020-11-18 11:00:01+00:00,2020-11-19 02:00:01+00:00,Moderate Wind warning,West to northwest winds will reach mean speeds of 50 to 65km/h with gusts of 90 to 110km/h.\n\nThe combination of strong winds coupled with high tides brings an increased risk of coastal flooding.,"Dublin, Wexford, Wicklow, Meath and Donegal",Yellow
2020-11-18 11:00:01+00:00_2020-11-19 02:00:01+00:00_Moderate Wind warning_Yellow_Leitrim and Sligo,2020-11-18 11:52:53+00:00,9,2020-11-18 11:52:53+00:00,2020-11-18 23:25:27+00:00,2020-11-18 11:00:01+00:00,2020-11-19 02:00:01+00:00,Moderate Wind warning,Southwest to west winds veering northwest will reach mean speed 50 to 65km/h with gusts of 90 to 110km/h.\n\nThe combination of strong winds coupled with high tides brings an increased risk of coastal flooding.,Leitrim and Sligo,Yellow
2020-11-18 12:00:01+00:00_2020-11-19 02:00:01+00:00_Moderate Wind warning_Yellow_Donegal,2020-11-18 12:05:08+00:00,5,2020-11-18 12:05:08+00:00,2020-11-18 23:25:27+00:00,2020-11-18 12:00:01+00:00,2020-11-19 02:00:01+00:00,Moderate Wind warning,West to northwest winds will reach mean speed 50 to 65km/h with gusts of 90 to 110km/h.\n\nThe combination of strong winds coupled with high tides brings an increased risk of coastal flooding.,Donegal,Yellow
"2020-11-22 11:00:01+00:00_2020-11-24 14:00:01+00:00_Moderate Rainfall warning_Yellow_Connacht, Donegal, Clare and Kerry",2020-11-22 11:15:46+00:00,8,2020-11-22 11:15:46+00:00,2020-11-23 05:11:05+00:00,2020-11-22 11:00:01+00:00,2020-11-24 14:00:01+00:00,Moderate Rainfall warning,"Heavy rain later Monday, Monday night and Tuesday may cause some river and localised flooding.","Connacht, Donegal, Clare and Kerry",Yellow
"2020-11-23 09:07:49+00:00_2020-11-24 14:00:01+00:00_Moderate Rainfall warning_Yellow_Connacht, Cavan, Donegal, Clare and Kerry",2020-11-23 09:11:12+00:00,8,2020-11-23 09:11:12+00:00,2020-11-24 12:14:42+00:00,2020-11-23 09:07:49+00:00,2020-11-24 14:00:01+00:00,Moderate Rainfall warning,"Heavy rain later Monday, Monday night and Tuesday may cause some river and localised flooding.","Connacht, Cavan, Donegal, Clare and Kerry",Yellow
2020-11-25 11:00:01+00:00_2020-11-26 10:00:01+00:00_Moderate Fog warning_Yellow_Leinster,2020-11-25 11:22:05+00:00,2,2020-11-25 11:22:05+00:00,2020-11-25 17:41:29+00:00,2020-11-25 11:00:01+00:00,2020-11-26 10:00:01+00:00,Moderate Fog warning,Risk of dense fog,Leinster,Yellow
"2020-11-25 11:00:01+00:00_2020-11-27 10:00:01+00:00_Moderate Fog warning_Yellow_Cork, Limerick, Tipperary and Waterford",2020-11-26 11:59:34+00:00,1,2020-11-26 11:59:34+00:00,2020-11-26 11:59:34+00:00,2020-11-25 11:00:01+00:00,2020-11-27 10:00:01+00:00,Moderate Fog warning,Risk of dense fog.,"Cork, Limerick, Tipperary and Waterford",Yellow
"2020-11-29 15:00:01+00:00_2020-11-30 06:00:01+00:00_Moderate Fog warning_Yellow_Munster, Connacht and Leinster",2020-11-29 15:54:41+00:00,3,2020-11-29 15:54:41+00:00,2020-11-30 00:14:26+00:00,2020-11-29 15:00:01+00:00,2020-11-30 06:00:01+00:00,Moderate Fog warning,"Fog thickening this evening, with some dense areas of fog this evening and tonight.","Munster, Connacht and Leinster",Yellow
2020-12-02 11:00:01+00:00_2020-12-03 23:59:01+00:00_Moderate Snow-ice warning_Yellow_Donegal,2020-12-02 12:06:17+00:00,10,2020-12-02 12:06:17+00:00,2020-12-03 10:17:25+00:00,2020-12-02 11:00:01+00:00,2020-12-03 23:59:01+00:00,Moderate Snow-ice warning,"Heavy wintry showers of hail, sleet and snow expected tonight (Wednesday) and Thursday with reduced visibility and accumulations likely in places.",Donegal,Yellow
"2020-12-03 09:00:01+00:00_2020-12-04 23:00:01+00:00_Moderate Wind warning_Yellow_Donegal, Galway, Leitrim, Mayo and Sligo",2020-12-03 09:46:12+00:00,3,2020-12-03 09:46:12+00:00,2020-12-03 09:59:08+00:00,2020-12-03 09:00:01+00:00,2020-12-04 23:00:01+00:00,Moderate Wind warning,"North to northwest winds will strengthen on Friday, gusting up to 100km/h.","Donegal, Galway, Leitrim, Mayo and Sligo",Yellow
"2020-12-03 09:00:01+00:00_2020-12-05 04:00:01+00:00_Moderate Wind warning_Yellow_Clare, Cork, Kerry and Limerick",2020-12-03 09:46:46+00:00,2,2020-12-03 09:46:46+00:00,2020-12-03 09:59:08+00:00,2020-12-03 09:00:01+00:00,2020-12-05 04:00:01+00:00,Moderate Wind warning,"North to northwest winds will strengthen on Friday evening and Friday night, gusting up to 100km/h.","Clare, Cork, Kerry and Limerick",Yellow
"2020-12-03 10:00:01+00:00_2020-12-04 07:00:01+00:00_Moderate Snow-ice warning_Yellow_Donegal, Galway, Leitrim, Mayo and Sligo",2020-12-03 10:26:54+00:00,8,2020-12-03 10:26:54+00:00,2020-12-04 05:03:59+00:00,2020-12-03 10:00:01+00:00,2020-12-04 07:00:01+00:00,Moderate Snow-ice warning,"Wintry showers today (Thursday) and overnight (Thursday night) with falls of hail, sleet and snow. Icy stretches and accumulations of snow in some areas.","Donegal, Galway, Leitrim, Mayo and Sligo",Yellow
"2020-12-03 10:00:01+00:00_2020-12-05 06:00:01+00:00_Moderate Wind warning_Yellow_Clare, Cork, Kerry and Limerick",2020-12-03 10:17:25+00:00,5,2020-12-03 10:17:25+00:00,2020-12-03 17:26:26+00:00,2020-12-03 10:00:01+00:00,2020-12-05 06:00:01+00:00,Moderate Wind warning,"North to northwest winds will strengthen on Friday evening and Friday night, gusting up to 100km/h with a slight risk of coastal flooding.","Clare, Cork, Kerry and Limerick",Yellow
"2020-12-03 10:11:18+00:00_2020-12-04 23:00:01+00:00_Moderate Wind warning_Yellow_Donegal, Galway, Leitrim, Mayo and Sligo",2020-12-03 10:12:25+00:00,11,2020-12-03 10:12:25+00:00,2020-12-04 05:03:59+00:00,2020-12-03 10:11:18+00:00,2020-12-04 23:00:01+00:00,Moderate Wind warning,"North to northwest winds will strengthen on Friday, gusting up to 100km/h with a slight risk of coastal flooding.","Donegal, Galway, Leitrim, Mayo and Sligo",Yellow
"2020-12-03 18:59:05+00:00_2020-12-05 06:00:01+00:00_Moderate Wind warning_Yellow_Clare, Cork, Kerry, Limerick and Waterford",2020-12-03 19:02:13+00:00,5,2020-12-03 19:02:13+00:00,2020-12-04 05:03:59+00:00,2020-12-03 18:59:05+00:00,2020-12-05 06:00:01+00:00,Moderate Wind warning,"North to northwest winds will strengthen on Friday evening and Friday night, gusting up to 100km/h with a slight risk of coastal flooding.","Clare, Cork, Kerry, Limerick and Waterford",Yellow
2020-12-04 09:00:01+00:00_2020-12-05 06:00:01+00:00_Moderate Wind warning_Yellow_Ireland,2020-12-04 09:12:14+00:00,9,2020-12-04 09:12:14+00:00,2020-12-05 05:17:55+00:00,2020-12-04 09:00:01+00:00,2020-12-05 06:00:01+00:00,Moderate Wind warning,Strong northerly winds today will gust up to 100km/h with a slight risk of coastal flooding.,Ireland,Yellow
2020-12-05 08:00:01+00:00_2020-12-07 06:00:01+00:00_Moderate Fog warning_Yellow_Ireland,2020-12-05 08:14:18+00:00,1,2020-12-05 08:14:18+00:00,2020-12-05 08:14:18+00:00,2020-12-05 08:00:01+00:00,2020-12-07 06:00:01+00:00,Moderate Fog warning,Dense fog with a risk of freezing fog in places.,Ireland,Yellow
2020-12-05 08:19:21+00:00_2020-12-07 10:00:01+00:00_Moderate Fog warning_Yellow_Ireland,2020-12-05 08:19:56+00:00,5,2020-12-05 08:19:56+00:00,2020-12-05 22:21:16+00:00,2020-12-05 08:19:21+00:00,2020-12-07 10:00:01+00:00,Moderate Fog warning,Dense fog with a risk of freezing fog in places.,Ireland,Yellow
2020-12-06 18:14:23+00:00_2020-12-07 13:00:01+00:00_Moderate Fog warning_Yellow_Ireland,2020-12-06 18:16:22+00:00,2,2020-12-06 18:16:22+00:00,2020-12-07 05:45:03+00:00,2020-12-06 18:14:23+00:00,2020-12-07 13:00:01+00:00,Moderate Fog warning,Dense fog with a risk of freezing fog in places.,Ireland,Yellow
"2020-12-14 09:00:01+00:00_2020-12-16 09:00:01+00:00_Moderate Wind warning_Yellow_Carlow, Kilkenny, Wexford, Wicklow, Cork, Kerry, Limerick, Tipperary and Waterford",2020-12-14 09:41:00+00:00,8,2020-12-14 09:41:00+00:00,2020-12-15 05:29:04+00:00,2020-12-14 09:00:01+00:00,2020-12-16 09:00:01+00:00,Moderate Wind warning,Southerly winds will reach mean speeds of 50 to 65 km/h with gusts of up to 100 km/h. There will be a risk of coastal flooding.,"Carlow, Kilkenny, Wexford, Wicklow, Cork, Kerry, Limerick, Tipperary and Waterford",Yellow
